Abell 1689,15.3222192947,1.17824291611,0.0351333333333,0.0322739726027
Abell 1689,15.3783979009,1.18010866368,0.07989958159,0.104187061574
Abell 1689,15.414973348,1.04269361818,0.0232085561497,0.0232085561497
Abell 1689,15.1789769473,1.04960561259,0.0574834437086,0.0913684210526
Abell 383,14.8890214221,1.01855820648,0.0739677211104,0.0326055776892
Abell 383,14.9590413923,1.0192991128,0.119230769231,0.0739772727273
Abell 383,15.0170333393,0.823004467651,0.0292115384615,0.10075
Abell 209,15.45484486,0.661130904421,0.0746175438596,0.0456842105263
Abell 209,15.0681858617,0.714815763384,0.0259658119658,0.111023255814
Abell 2261,15.3654879849,0.865932668193,0.0561206896552,0.0434
Abell 2261,15.2455126678,0.731234094296,0.0443863636364,0.177545454545
RXJ2129.6+0005,14.84509804,1.01074504997,0.0806,0.0575180722892
RXJ2129.6+0005,14.8633228601,0.839854984602,0.0416164383562,0.13175
Abell 1703 ,15.1868151244,0.943463599766,0.105853658537,0.0599709090909
Abell 1703 ,15.2405492483,0.960496939064,0.0523793103448,0.0303496503497
Abell 1703 ,15.1958996524,0.945039988001,0.0691082802548,0.0628985507246
Abell 1703 ,15.0483446785,0.969811117534,0.068919704764,0.05881724846
Abell 611,15.2329961104,0.85810389003,0.11167251462,0.0775
Abell 611,15.0128372247,0.743384318603,0.0294951456311,0.111023255814
GHO132029+3155 ,14.6334684556,1.28686945938,0.0706511627907,0.111432432432
GHO132029+3155 ,14.4720246977,1.34622560185,0.0746509274874,0.0934887284515
MS 2137.3-2353,15.0681858617,0.924444700073,0.107572649573,0.07459375
MS 2137.3-2353,15.1003705451,0.720324717417,0.0206666666667,0.07595
MS 2137.3-2353,14.9298019578,1.26779173984,0.0257619747282,0.0199929128278
SDSSJ1531+3414 ,14.8435442119,1.08092847628,0.164888888889,0.108199445983
SDSSJ1531+3414 ,14.8573324964,1.03929511808,0.114527777778,0.0740975609756
SDSSJ1531+3414 ,14.718916686,1.06136623366,0.104458452722,0.0686653144016
SDSSJ1621+0607 ,14.9138138524,0.860146275656,0.148195121951,0.0964444444444
SDSSJ1621+0607 ,14.7906369619,0.895650131851,0.130727125506,0.0918361774744
RXCJ2248.7-4431 ,15.1492191127,1.06418834344,0.156978723404,0.156441860465
RXCJ2248.7-4431 ,15.1461280357,0.731749883527,0.0372,0.11935
MACSJ1115.8+0129 ,15.2430380487,0.829946695942,0.11904,0.16492
MACSJ1115.8+0129 ,15.0530784435,0.593374689505,0.038407079646,0.134689655172
MACSJ1931.8-2635,15.1461280357,0.982235040325,0.2883,0.238394366197
MACSJ1931.8-2635,14.9190780924,0.722041298632,0.0313734939759,0.12241025641
SDSSJ1152+3313 ,14.1461280357,1.30736337599,0.217,0.136899328859
SDSSJ1152+3313 ,14.0663259254,1.59156692876,0.264497854077,0.225648207901
MACSJ1532.9+3021,14.806179974,0.714279452451,0.06103125,0.194157894737
SDSSJ0851+3331 ,14.8976270913,1.14955779186,0.12635443038,0.130621359223
SDSSJ0851+3331 ,14.8049908235,1.15437984144,0.115937328633,0.104176668267
BCS J2352-5452 ,14.7923916895,1.02045596344,0.203,0.146099009901
MACSJ1720.3+3536,15.0569048513,1.00664999011,0.11801754386,0.10701369863
MACSJ1720.3+3536,14.9444826722,0.859330473627,0.0394545454545,0.141884615385
ZwCl 0024.0+1652,14.7906369619,1.60697220551,0.0808259109312,0.119724137931
SDSSJ0915+3826 ,14.3222192947,1.33832100447,0.165333333333,0.12241025641
SDSSJ0915+3826 ,13.98788961,1.5990496387,0.171814910026,0.181475646211
MACSJ0429.6-0253,14.9493900066,0.984666805229,0.136539325843,0.100637681159
MACSJ0429.6-0253,14.982271233,0.74787770582,0.0632916666667,0.1736
SDSSJ1343+4155 ,14.7242758696,0.88406999067,0.15558490566,0.120555555556
SDSSJ1343+4155 ,14.6004283257,0.898893766987,0.152471769134,0.104470693512
SDSSJ1038+4849 ,14.2552725051,1.39338214059,0.0964444444444,0.102855491329
SDSSJ1038+4849 ,14.0170333393,1.52829404377,0.133538461538,0.19868107192
SDSSJ1226+2149 ,15.0569048513,0.920279894633,0.156087719298,0.127206896552
SDSSJ1226+2149 ,14.9656719712,0.933008059492,0.134333333333,0.102822938468
MACS J1206.2-0847,15.1731862684,1.03312205733,0.113597315436,0.12152
MACS J1206.2-0847,15.0,0.874064137571,0.04774,0.141884615385
SDSSJ1329+2243 ,14.8808135923,0.937417581477,0.0913684210526,0.0723333333333
SDSSJ1329+2243 ,14.7594789799,0.944418140079,0.0977868638538,0.0708208282083
SDSSJ0957+0509 ,14.3424226808,1.07458241424,0.256454545455,0.158780487805
SDSSJ0957+0509 ,14.1673173347,1.1916717387,0.215523809524,0.134393480792
MACSJ0329.7-0212,14.9777236053,1.1866738675,0.0868,0.110547169811
MACSJ0329.7-0212,14.9344984512,0.833465860171,0.055511627907,0.175446808511
SDSSJ1138+2754 ,15.1673173347,0.795135868017,0.0265714285714,0.0403720930233
SDSSJ1138+2754 ,15.0227375876,0.81704598797,0.0809309608541,0.0542200110558
RXJ1347.5-1145,15.50242712,0.894061172261,0.118735849057,0.112518518519
RXJ1347.5-1145,15.1303337685,0.833765270373,0.0610814814815,0.166212765957
SDSSJ1446+3032 ,14.9493900066,1.11493108337,0.126786516854,0.170674157303
SDSSJ1446+3032 ,14.8388490907,1.23372693847,0.119507246377,0.166923076923
SDSSJ1446+3032 ,14.630427875,1.35482078936,0.110786885246,0.17107388844
SDSSJ1115+5319 ,15.1492191127,0.906496659799,0.135432624113,0.157818181818
